filing_id	lobbyist_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_hours_communicating	total_hours_other	source_url
WI-lobbyist-11347-activity-2025-H1	11347	WI	activity_report	lobbyist	2025-01-01	2025-06-30	22.0	13.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11347
WI-lobbyist-11347-activity-2025-H2	11347	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	10.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11347
WI-lobbyist-11347-activity-2026-H1	11347	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11347
WI-lobbyist-11347-activity-2026-H2	11347	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11347
WI-lobbyist-11348-activity-2025-H1	11348	WI	activity_report	lobbyist	2025-01-01	2025-06-30	42.0	94.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11348
WI-lobbyist-11348-activity-2025-H2	11348	WI	activity_report	lobbyist	2025-07-01	2025-12-31	45.0	48.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11348
WI-lobbyist-11348-activity-2026-H1	11348	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11348
WI-lobbyist-11348-activity-2026-H2	11348	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11348
WI-lobbyist-11349-activity-2025-H1	11349	WI	activity_report	lobbyist	2025-01-01	2025-06-30	122.6	48.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11349
WI-lobbyist-11349-activity-2025-H2	11349	WI	activity_report	lobbyist	2025-07-01	2025-12-31	82.1	57.3	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11349
WI-lobbyist-11349-activity-2026-H1	11349	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11349
WI-lobbyist-11349-activity-2026-H2	11349	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	7.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11349
WI-lobbyist-11350-activity-2025-H1	11350	WI	activity_report	lobbyist	2025-01-01	2025-06-30	13.75	17.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11350
WI-lobbyist-11350-activity-2025-H2	11350	WI	activity_report	lobbyist	2025-07-01	2025-12-31	20.25	23.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11350
WI-lobbyist-11350-activity-2026-H1	11350	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11350
WI-lobbyist-11350-activity-2026-H2	11350	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11350
WI-lobbyist-11352-activity-2025-H1	11352	WI	activity_report	lobbyist	2025-01-01	2025-06-30	156.5	321.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11352
WI-lobbyist-11352-activity-2025-H2	11352	WI	activity_report	lobbyist	2025-07-01	2025-12-31	164.5	266.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11352
WI-lobbyist-11352-activity-2026-H1	11352	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11352
WI-lobbyist-11352-activity-2026-H2	11352	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11352
WI-lobbyist-11353-activity-2025-H1	11353	WI	activity_report	lobbyist	2025-01-01	2025-06-30	16.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11353
WI-lobbyist-11353-activity-2025-H2	11353	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11353
WI-lobbyist-11353-activity-2026-H1	11353	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11353
WI-lobbyist-11353-activity-2026-H2	11353	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11353
WI-lobbyist-11354-activity-2025-H1	11354	WI	activity_report	lobbyist	2025-01-01	2025-06-30	11.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11354
WI-lobbyist-11354-activity-2025-H2	11354	WI	activity_report	lobbyist	2025-07-01	2025-12-31	16.0	33.9	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11354
WI-lobbyist-11354-activity-2026-H1	11354	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11354
WI-lobbyist-11354-activity-2026-H2	11354	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11354
WI-lobbyist-11355-activity-2025-H1	11355	WI	activity_report	lobbyist	2025-01-01	2025-06-30	30.0	9.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11355
WI-lobbyist-11355-activity-2025-H2	11355	WI	activity_report	lobbyist	2025-07-01	2025-12-31	15.0	11.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11355
WI-lobbyist-11355-activity-2026-H1	11355	WI	activity_report	lobbyist	2026-01-01	2026-06-30	7.0	3.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11355
WI-lobbyist-11355-activity-2026-H2	11355	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11355
WI-lobbyist-11356-activity-2025-H1	11356	WI	activity_report	lobbyist	2025-01-01	2025-06-30	6.0	38.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11356
WI-lobbyist-11356-activity-2025-H2	11356	WI	activity_report	lobbyist	2025-07-01	2025-12-31	2.0	17.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11356
WI-lobbyist-11356-activity-2026-H1	11356	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11356
WI-lobbyist-11356-activity-2026-H2	11356	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11356
WI-lobbyist-11357-activity-2025-H1	11357	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11357
WI-lobbyist-11357-activity-2025-H2	11357	WI	activity_report	lobbyist	2025-07-01	2025-12-31	12.5	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11357
WI-lobbyist-11357-activity-2026-H1	11357	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11357
WI-lobbyist-11357-activity-2026-H2	11357	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11357
WI-lobbyist-11358-activity-2025-H1	11358	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	7.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11358
WI-lobbyist-11358-activity-2025-H2	11358	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.5	10.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11358
WI-lobbyist-11358-activity-2026-H1	11358	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11358
WI-lobbyist-11358-activity-2026-H2	11358	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11358
WI-lobbyist-11359-activity-2025-H1	11359	WI	activity_report	lobbyist	2025-01-01	2025-06-30	15.0	32.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11359
WI-lobbyist-11359-activity-2025-H2	11359	WI	activity_report	lobbyist	2025-07-01	2025-12-31	15.5	22.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11359
WI-lobbyist-11359-activity-2026-H1	11359	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11359
WI-lobbyist-11359-activity-2026-H2	11359	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11359
WI-lobbyist-11360-activity-2025-H1	11360	WI	activity_report	lobbyist	2025-01-01	2025-06-30	6.0	7.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11360
WI-lobbyist-11360-activity-2025-H2	11360	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11360
WI-lobbyist-11360-activity-2026-H1	11360	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11360
WI-lobbyist-11360-activity-2026-H2	11360	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11360
WI-lobbyist-11361-activity-2025-H1	11361	WI	activity_report	lobbyist	2025-01-01	2025-06-30	91.5	349.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11361
WI-lobbyist-11361-activity-2025-H2	11361	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11361
WI-lobbyist-11361-activity-2026-H1	11361	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11361
WI-lobbyist-11361-activity-2026-H2	11361	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11361
WI-lobbyist-11362-activity-2025-H1	11362	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11362
WI-lobbyist-11362-activity-2025-H2	11362	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11362
WI-lobbyist-11362-activity-2026-H1	11362	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11362
WI-lobbyist-11362-activity-2026-H2	11362	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11362
WI-lobbyist-11363-activity-2025-H1	11363	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11363
WI-lobbyist-11363-activity-2025-H2	11363	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11363
WI-lobbyist-11363-activity-2026-H1	11363	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11363
WI-lobbyist-11363-activity-2026-H2	11363	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11363
WI-lobbyist-11364-activity-2025-H1	11364	WI	activity_report	lobbyist	2025-01-01	2025-06-30	11.2	74.55	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11364
WI-lobbyist-11364-activity-2025-H2	11364	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.25	25.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11364
WI-lobbyist-11364-activity-2026-H1	11364	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11364
WI-lobbyist-11364-activity-2026-H2	11364	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11364
WI-lobbyist-11365-activity-2025-H1	11365	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11365
WI-lobbyist-11365-activity-2025-H2	11365	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11365
WI-lobbyist-11365-activity-2026-H1	11365	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11365
WI-lobbyist-11365-activity-2026-H2	11365	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11365
WI-lobbyist-11366-activity-2025-H1	11366	WI	activity_report	lobbyist	2025-01-01	2025-06-30	4.33	13.17	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11366
WI-lobbyist-11366-activity-2025-H2	11366	WI	activity_report	lobbyist	2025-07-01	2025-12-31	2.0	14.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11366
WI-lobbyist-11366-activity-2026-H1	11366	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11366
WI-lobbyist-11366-activity-2026-H2	11366	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11366
WI-lobbyist-11367-activity-2025-H1	11367	WI	activity_report	lobbyist	2025-01-01	2025-06-30	10.0	3.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11367
WI-lobbyist-11367-activity-2025-H2	11367	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11367
WI-lobbyist-11367-activity-2026-H1	11367	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11367
WI-lobbyist-11367-activity-2026-H2	11367	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11367
WI-lobbyist-11368-activity-2025-H1	11368	WI	activity_report	lobbyist	2025-01-01	2025-06-30	24.5	45.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11368
WI-lobbyist-11368-activity-2025-H2	11368	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.85	24.7	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11368
WI-lobbyist-11368-activity-2026-H1	11368	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11368
WI-lobbyist-11368-activity-2026-H2	11368	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11368
WI-lobbyist-11369-activity-2025-H1	11369	WI	activity_report	lobbyist	2025-01-01	2025-06-30	12.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11369
WI-lobbyist-11369-activity-2025-H2	11369	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	1.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11369
WI-lobbyist-11369-activity-2026-H1	11369	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11369
WI-lobbyist-11369-activity-2026-H2	11369	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11369
WI-lobbyist-11370-activity-2025-H1	11370	WI	activity_report	lobbyist	2025-01-01	2025-06-30	20.0	30.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11370
WI-lobbyist-11370-activity-2025-H2	11370	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11370
WI-lobbyist-11370-activity-2026-H1	11370	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11370
WI-lobbyist-11370-activity-2026-H2	11370	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11370
WI-lobbyist-11371-activity-2025-H1	11371	WI	activity_report	lobbyist	2025-01-01	2025-06-30	70.5	224.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11371
WI-lobbyist-11371-activity-2025-H2	11371	WI	activity_report	lobbyist	2025-07-01	2025-12-31	67.0	245.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11371
WI-lobbyist-11371-activity-2026-H1	11371	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11371
WI-lobbyist-11371-activity-2026-H2	11371	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11371
WI-lobbyist-11372-activity-2025-H1	11372	WI	activity_report	lobbyist	2025-01-01	2025-06-30	261.0	461.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11372
WI-lobbyist-11372-activity-2025-H2	11372	WI	activity_report	lobbyist	2025-07-01	2025-12-31	171.0	402.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11372
WI-lobbyist-11372-activity-2026-H1	11372	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11372
WI-lobbyist-11372-activity-2026-H2	11372	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11372
WI-lobbyist-11373-activity-2025-H1	11373	WI	activity_report	lobbyist	2025-01-01	2025-06-30	107.0	98.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11373
WI-lobbyist-11373-activity-2025-H2	11373	WI	activity_report	lobbyist	2025-07-01	2025-12-31	68.0	59.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11373
WI-lobbyist-11373-activity-2026-H1	11373	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11373
WI-lobbyist-11373-activity-2026-H2	11373	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11373
WI-lobbyist-11374-activity-2025-H1	11374	WI	activity_report	lobbyist	2025-01-01	2025-06-30	114.0	103.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11374
WI-lobbyist-11374-activity-2025-H2	11374	WI	activity_report	lobbyist	2025-07-01	2025-12-31	46.0	61.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11374
WI-lobbyist-11374-activity-2026-H1	11374	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11374
WI-lobbyist-11374-activity-2026-H2	11374	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11374
WI-lobbyist-11375-activity-2025-H1	11375	WI	activity_report	lobbyist	2025-01-01	2025-06-30	96.5	67.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11375
WI-lobbyist-11375-activity-2025-H2	11375	WI	activity_report	lobbyist	2025-07-01	2025-12-31	46.0	52.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11375
WI-lobbyist-11375-activity-2026-H1	11375	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11375
WI-lobbyist-11375-activity-2026-H2	11375	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11375
WI-lobbyist-11377-activity-2025-H1	11377	WI	activity_report	lobbyist	2025-01-01	2025-06-30	57.0	124.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11377
WI-lobbyist-11377-activity-2025-H2	11377	WI	activity_report	lobbyist	2025-07-01	2025-12-31	82.25	111.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11377
